City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,zayed city,24.3768,54.589,82.0,65,0,3.44,AE,1712800682
283,sudak,44.85,34.9667,51.22,77,4,9.82,UA,1712800625
284,emerald,-23.5333,148.1667,76.33,28,0,13.04,AU,1712800433
285,san-pedro,4.7485,-6.6363,80.02,86,67,4.14,CI,1712800683
286,nyurba,63.2842,118.3319,18.5,89,100,11.23,RU,1712800683
287,swakopmund,-22.6833,14.5333,54.45,86,0,3.44,NA,1712800683
288,aasiaat,68.7098,-52.8699,15.21,82,100,3.62,GL,1712800683
289,jamestown,42.097,-79.2353,58.64,59,100,3.44,US,1712800403
290,kailua-kona,19.6406,-155.9956,82.36,74,40,10.36,US,1712800599
291,brookings,44.3114,-96.7984,52.38,71,89,6.42,US,1712800684
292,westport,41.1415,-73.3579,56.75,85,100,11.5,US,1712800529
293,crane,31.3974,-102.3501,64.94,25,0,9.69,US,1712800685
294,baharly,38.4362,57.4316,64.17,37,100,3.71,TM,1712800685
295,ernee,48.2976,-0.9314,51.35,99,100,7.45,FR,1712800685
296,alice springs,-23.7,133.8833,72.21,30,5,13.8,AU,1712800686
297,sabang,5.8933,95.3214,84.29,74,78,16.96,ID,1712800686
298,nezhinka,51.7676,55.3694,39.36,100,0,4.47,RU,1712800686
299,hami,42.8,93.45,58.84,37,7,15.28,CN,1712800687
300,cova figueira,14.8905,-24.2934,61.86,78,9,12.46,CV,1712800687
301,bargi,22.9833,79.8667,74.17,54,100,11.65,IN,1712800687
302,basco,20.4487,121.9702,79.29,81,8,15.37,PH,1712800688
303,gisborne,-38.6533,178.0042,73.18,59,100,14.52,NZ,1712800688
304,jalandhar,31.3256,75.5792,79.92,19,98,7.2,IN,1712800688
305,praia,14.9215,-23.5087,72.14,68,20,12.66,CV,1712800547
306,sao cristovao,-11.0147,-37.2064,85.91,74,40,6.91,BR,1712800409
307,fort mcmurray,56.7268,-111.381,49.59,46,0,10.36,CA,1712800689
308,prado,-17.3411,-39.2208,77.83,88,5,4.99,BR,1712800670
309,udachny,66.4167,112.4,-12.55,93,82,17.76,RU,1712800690
310,fort wellington,6.4,-57.6,79.23,85,10,10.22,GY,1712800690
311,singojuruh,-8.3167,114.2333,86.14,65,99,4.65,ID,1712800690
312,kokopo,-4.352,152.2633,78.46,89,100,0.11,PG,1712800691
313,tsengel,49.4783,100.8894,44.38,34,14,4.29,MN,1712800691
314,ilha de mocambique,-15.0342,40.7358,79.61,87,100,5.41,MZ,1712800691
315,kapuskasing,49.4169,-82.4331,44.69,87,20,3.44,CA,1712800682
316,queenstown,-31.8976,26.8753,48.69,83,76,5.28,ZA,1712800692
317,portel,-1.9356,-50.8211,76.64,93,92,2.04,BR,1712800692
318,taroa,8.7058,171.2275,81.41,79,85,20.47,MH,1712800693
319,camiri,-20.05,-63.5167,70.38,99,100,3.15,BO,1712800693
320,kirensk,57.7853,108.1119,36.97,98,100,8.01,RU,1712800693
321,tura,25.5198,90.2201,85.26,25,100,1.07,IN,1712800694
322,lebu,-37.6167,-73.65,53.4,72,94,2.73,CL,1712800694
323,fuerte olimpo,-21.0415,-57.8738,80.92,69,78,3.56,PY,1712800694
324,remire-montjoly,4.9167,-52.2667,82.44,83,40,9.22,GF,1712800694
325,belyy yar,53.6039,91.3903,39.09,81,40,8.95,RU,1712800695
326,hell-ville,-13.4,48.2667,79.83,87,100,8.23,MG,1712800695
327,votkinsk,57.0486,53.9872,34.77,90,75,2.1,RU,1712800695
328,thames,-37.1333,175.5333,67.14,90,100,11.79,NZ,1712800696
329,kamikawa,43.84,142.7711,50.27,50,8,8.01,JP,1712800696
330,kerikeri,-35.2268,173.9474,69.91,93,100,17.74,NZ,1712800696
331,chui,-33.6971,-53.4616,59.81,63,84,11.77,UY,1712800697
332,gobabis,-22.45,18.9667,59.32,50,0,8.23,NA,1712800697
333,ayr,55.4627,-4.6339,54.32,100,75,21.85,GB,1712800697
334,palikir - national government center,6.9248,158.1611,88.65,89,100,5.75,FM,1712800698
335,salinopolis,-0.6136,-47.3561,80.28,86,100,8.08,BR,1712800503
336,adam,22.3756,57.5233,79.18,53,100,6.8,OM,1712800698
337,tyuratam,45.6507,63.3156,55.15,50,25,6.6,KZ,1712800699
338,kulunda,52.566,78.9385,35.94,99,100,4.23,RU,1712800699
339,mineiros,-17.5694,-52.5511,70.29,92,100,3.38,BR,1712800699
340,gobernador roca,-27.1864,-55.4643,69.4,99,100,3.29,AR,1712800699
341,norton,-17.8833,30.7,68.27,94,100,7.47,ZW,1712800409
342,kapit,2.0167,112.9333,82.63,84,67,1.72,MY,1712800700
343,kendari,-3.945,122.4989,86.2,67,95,1.41,ID,1712800567
344,kesabpur,22.9167,89.2167,87.49,33,91,3.29,BD,1712800701
345,dolisie,-4.1997,12.6739,72.99,99,100,1.7,CG,1712800701
346,nar'yan-mar,67.6713,53.087,16.11,93,100,15.99,RU,1712800507
347,fada,9.5667,8.3,77.76,33,100,3.49,NG,1712800702
348,daru,-9.0763,143.2092,81.5,85,100,4.07,PG,1712800702
349,turuntayevo,52.2,107.6167,41.09,98,100,2.48,RU,1712800702
350,ivdel',60.6911,60.4206,27.19,97,100,1.01,RU,1712800703
351,kadur,13.5533,76.0131,78.26,56,84,2.37,IN,1712800703
352,yuanping,38.7153,112.7575,63.52,46,0,3.11,CN,1712800703
353,callao,-12.0667,-77.15,77.72,73,0,9.22,PE,1712800601
354,ebon,4.582,168.6964,82.22,83,100,15.17,MH,1712800704
355,palembang,-2.9167,104.7458,77.09,94,40,4.61,ID,1712800704
356,ishikawa,26.4233,127.8214,77.04,71,40,12.66,JP,1712800704
357,betioky,-23.7167,44.3833,71.64,95,82,4.88,MG,1712800705
358,chibougamau,49.9168,-74.3659,42.42,56,40,4.61,CA,1712800705
359,adi keyh,14.8444,39.3772,62.46,76,13,2.73,ER,1712800705
360,pingliang,35.5392,106.6861,61.18,49,20,10.56,CN,1712800706
361,kodiak,57.79,-152.4072,36.91,52,100,9.22,US,1712800706
362,senanga,-16.1167,23.2667,67.15,89,100,2.21,ZM,1712800706
363,poxoreo,-15.8372,-54.3892,75.2,93,99,2.66,BR,1712800707
364,inarajan village,13.2736,144.7484,88.77,84,96,18.23,GU,1712800707
365,khanty-mansiysk,61.0042,69.0019,15.91,53,20,6.71,RU,1712800707
366,de aar,-30.6497,24.0123,50.83,72,0,13.31,ZA,1712800708
367,siwa oasis,29.2041,25.5195,63.39,55,0,6.93,EG,1712800708
368,sisimiut,66.9395,-53.6735,20.5,78,100,5.84,GL,1712800708
369,kalabo,-14.97,22.6814,66.61,99,100,2.95,ZM,1712800709
370,howrah,22.5892,88.3103,80.6,83,75,4.61,IN,1712800576
371,pandan,14.0453,124.1694,84.13,66,83,8.63,PH,1712800709
372,gohana,29.1333,76.7,80.62,17,61,7.02,IN,1712800709
373,santa rosalia,27.3167,-112.2833,69.71,25,0,6.06,MX,1712800512
374,suzhou,31.3114,120.6181,58.51,85,100,4.52,CN,1712800710
375,castillos,-34.1667,-53.8333,57.51,60,100,10.36,UY,1712800710
376,watertown,42.3709,-71.1828,55.99,80,100,6.91,US,1712800710
377,yurimaguas,-5.9,-76.0833,77.18,80,15,0.43,PE,1712800711
378,sabinopolis,-18.6661,-43.0839,66.11,95,0,1.07,BR,1712800711
379,pirallahi,40.4723,50.333,53.74,79,97,21.12,AZ,1712800711
380,mount martha,-38.2755,145.0308,65.79,59,100,8.7,AU,1712800712
381,kostomuksha,64.571,30.5767,39.04,97,100,13.0,RU,1712800712
382,cam pha mines,21.0167,107.3,74.19,95,100,2.37,VN,1712800712
383,komotini,41.1228,25.3964,53.65,61,0,7.9,GR,1712800713
384,puerto aysen,-45.4,-72.7,37.72,94,2,2.66,CL,1712800690
385,durres,41.3231,19.4414,50.18,65,100,3.8,AL,1712800713
386,ambikapur,23.1167,83.2,78.64,40,100,2.08,IN,1712800713
387,dilling,12.05,29.65,74.75,11,0,10.54,SD,1712800714
388,saint-denis,48.9167,2.3333,55.18,69,75,6.91,FR,1712800714
389,dashitou,43.3067,128.5114,46.44,81,100,9.55,CN,1712800714
390,shevchenkove,49.6959,37.1735,60.85,57,0,2.89,UA,1712800715
391,port macquarie,-31.4333,152.9167,75.88,59,62,14.25,AU,1712800715
392,caras,-9.0467,-77.8114,63.36,94,76,2.68,PE,1712800715
393,oranjemund,-28.55,16.4333,59.68,84,0,7.94,NA,1712800716
394,conception bay south,47.4999,-52.9981,31.73,82,50,10.89,CA,1712800716
395,la paz,-16.5,-68.15,51.58,77,75,2.3,BO,1712800661
396,cidade velha,14.9167,-23.6167,72.07,68,20,12.66,CV,1712800717
397,hualien city,23.9769,121.6044,79.9,70,18,5.84,TW,1712800717
398,acarau,-2.8856,-40.12,78.22,90,100,7.31,BR,1712800578
399,severnoye,56.3491,78.3619,22.98,88,100,7.0,RU,1712800718
400,bafoulabe,13.8065,-10.8321,96.62,24,88,7.65,ML,1712800718
401,kristinestad,62.2743,21.376,38.1,80,75,18.21,FI,1712800718
402,mejit,10.2753,170.8646,79.97,77,100,22.28,MH,1712800719
403,ormara,25.2088,64.6357,77.99,73,100,1.99,PK,1712800719
404,lata,40.1629,-8.3327,53.92,79,100,4.27,PT,1712800719
405,el bolson,-41.9667,-71.5167,44.83,55,99,4.52,AR,1712800719
406,coquimbo,-29.9533,-71.3436,56.93,100,100,2.3,CL,1712800720
407,kremenets,50.0969,25.7246,54.79,80,100,11.81,UA,1712800720
408,holualoa,19.6228,-155.9522,78.64,81,40,10.36,US,1712800501
409,tandil,-37.3217,-59.1332,41.68,70,14,5.21,AR,1712800721
410,malvern,34.3623,-92.813,63.01,99,100,4.05,US,1712800721
411,massawa,15.6097,39.45,81.09,62,5,7.09,ER,1712800722
412,sedalia,38.7045,-93.2283,60.71,44,100,0.0,US,1712800722
413,the bottom,17.6259,-63.2492,77.13,78,23,24.34,BQ,1712800722
414,monte carmelo,-18.7247,-47.4986,69.42,84,56,2.3,BR,1712800481
415,mirialguda,16.8667,79.5833,80.53,70,4,6.89,IN,1712800723
416,lae,-6.7221,146.9847,86.67,67,93,6.53,PG,1712800723
417,serafimovich,49.5786,42.736,58.69,61,1,5.91,RU,1712800724
418,pacasmayo,-7.4006,-79.5714,72.68,78,22,11.79,PE,1712800724
419,prince george,53.9166,-122.753,49.44,48,100,13.8,CA,1712800724
420,timmins,48.4669,-81.3331,46.22,71,40,6.91,CA,1712800468
421,igarape miri,-1.975,-48.9597,75.0,99,100,2.06,BR,1712800725
422,den burg,53.0542,4.7972,55.96,84,100,20.71,NL,1712800726
423,solnechnyy,50.7214,136.6319,45.03,41,82,9.51,RU,1712800726
424,oriximina,-1.7656,-55.8661,76.46,96,26,2.73,BR,1712800601
425,newport,51.5877,-2.9984,55.51,95,100,16.75,GB,1712800727
426,pavlovka,52.6897,47.1405,45.59,88,8,3.06,RU,1712800727
427,jieshi,22.8134,115.8257,72.63,76,64,9.28,CN,1712800728
428,howard springs,-12.497,131.047,85.91,45,100,8.61,AU,1712800728
429,pangody,65.85,74.4859,-15.07,100,100,3.49,RU,1712800728
430,puerto baquerizo moreno,-0.9,-89.6,78.1,85,12,4.5,EC,1712800729
431,st. john's,47.5649,-52.7093,31.96,83,100,11.5,CA,1712800729
432,pisco,-13.7,-76.2167,71.65,83,0,9.22,PE,1712800458
433,al muwayh,22.4333,41.7583,69.6,23,36,7.02,SA,1712800730
434,port blair,11.6667,92.75,86.04,84,40,2.3,IN,1712800730
435,timimoun,29.2639,0.231,70.18,14,0,11.5,DZ,1712800730
436,jiamusi,46.8333,130.35,59.54,38,18,17.58,CN,1712800731
437,eirunepe,-6.6603,-69.8736,74.21,98,92,1.32,BR,1712800731
438,mathba,22.2855,89.9629,89.38,29,66,3.02,BD,1712800731
439,taoudenni,22.6783,-3.9836,86.34,10,0,17.81,ML,1712800731
440,leua,48.2156,18.6071,50.5,83,99,4.54,SK,1712800732
441,richards bay,-28.783,32.0377,66.63,81,94,20.47,ZA,1712800732
442,mangrol,21.1167,70.1167,77.77,72,80,5.68,IN,1712800733
443,condega,13.365,-86.3985,80.33,65,97,1.83,NI,1712800714
444,port augusta,-32.5,137.7667,67.77,50,0,10.02,AU,1712800733
445,kintinku,-5.8833,35.2333,67.73,97,100,2.64,TZ,1712800734
446,vikulovo,56.8167,70.6107,27.5,70,69,5.99,RU,1712800734
447,muang khong,14.1167,105.85,92.25,32,1,4.76,LA,1712800734
448,salida,37.7058,-121.0849,78.66,41,0,8.05,US,1712800735
449,teotitlan,18.1319,-97.0767,67.37,55,98,7.4,MX,1712800735
450,niafunke,15.9322,-3.9906,91.54,14,61,10.63,ML,1712800735
451,prince rupert,54.3161,-130.3201,46.09,95,100,20.71,CA,1712800512
452,platteville,42.7342,-90.4785,60.89,42,0,5.75,US,1712800516
453,forster,-32.1667,152.5167,74.37,60,84,14.38,AU,1712800547
454,yenotayevka,47.2456,47.0281,57.29,58,0,9.08,RU,1712800737
455,harnai,30.1005,67.9374,74.55,20,5,5.46,PK,1712800737
456,igarka,67.4667,86.5833,-15.99,97,49,8.99,RU,1712800737
457,karis,60.0718,23.6616,41.45,66,38,17.47,FI,1712800738
458,miyazaki,31.9111,131.4239,66.15,63,75,19.57,JP,1712800503
459,taos,36.4072,-105.5731,57.6,28,40,6.91,US,1712800738
460,jiaojiang,28.6803,121.4428,66.27,78,90,1.57,CN,1712800739
461,moanda,-1.5575,13.2178,72.46,99,100,1.12,GA,1712800739
462,nadi,-17.8,177.4167,86.0,70,20,12.66,FJ,1712800739
463,flin flon,54.7682,-101.865,41.32,77,100,9.28,CA,1712800740
464,kani keli,-12.9536,45.1033,79.86,78,100,3.04,YT,1712800740
465,gadzhiyevo,69.2551,33.3362,37.04,93,100,18.41,RU,1712800740
466,kayangel,8.0823,134.7173,82.71,77,45,14.83,PW,1712800740
467,lop buri,14.7981,100.654,92.98,51,100,0.69,TH,1712800741
468,korla,41.7597,86.1469,61.79,23,8,11.95,CN,1712800741
469,behompy,-23.2496,43.8557,74.14,94,80,4.97,MG,1712800741
470,maribo,54.7766,11.5002,46.98,91,68,17.63,DK,1712800742
471,san luis,-33.295,-66.3356,45.46,88,100,19.73,AR,1712800625
472,la mira,18.035,-102.3266,73.06,80,38,6.98,MX,1712800742
473,vail,32.0479,-110.712,74.91,15,0,3.0,US,1712800561
474,pathein,16.7833,94.7333,91.8,38,0,2.66,MM,1712800743
475,dryden,49.7833,-92.7503,50.29,53,20,3.44,CA,1712800744
476,china,25.7,-99.2333,78.64,19,0,21.63,MX,1712800744
477,tshabong,-26.05,22.45,61.57,46,0,7.56,BW,1712800744
478,cartagena del chaira,1.3349,-74.8429,75.49,88,27,0.76,CO,1712800745
479,luau,-10.7073,22.2247,66.25,98,100,0.78,AO,1712800745
480,red deer,52.2668,-113.802,47.59,29,0,4.61,CA,1712800746
481,san juan de miraflores,-12.1629,-76.9635,76.17,75,56,4.54,PE,1712800746
482,paracuru,-3.41,-39.0306,81.1,88,100,3.83,BR,1712800746
483,arar,30.9753,41.0381,60.82,48,0,11.5,SA,1712800746
484,luba,3.4568,8.5547,76.89,83,100,5.23,GQ,1712800747
485,fangshan,39.6983,115.9925,60.55,60,1,3.8,CN,1712800747
486,carolina beach,34.0352,-77.8936,67.01,89,100,13.29,US,1712800540
487,altai,46.3722,96.2583,36.14,50,73,11.43,MN,1712800748
488,rogers park,61.1981,-149.8492,42.06,72,0,6.91,US,1712800748
489,vadso,70.0744,29.7487,38.28,93,75,5.75,NO,1712800749
490,avezzano,42.0402,13.4388,50.86,82,2,0.49,IT,1712800749
491,male,4.1748,73.5089,84.15,84,40,0.0,MV,1712800749
492,ugoofaaru,5.6667,73.0,85.15,73,11,10.54,MV,1712800750
493,tidjikja,18.5564,-11.4271,83.93,17,0,9.71,MR,1712800750
494,delphos,40.8434,-84.3416,57.88,93,100,11.01,US,1712800750
495,vuktyl,63.8567,57.3094,23.36,94,100,6.46,RU,1712800751
496,cartagena,10.3997,-75.5144,82.02,78,0,8.05,CO,1712800618
497,laguna,38.421,-121.4238,80.58,38,0,0.0,US,1712800752
498,mogocha,53.7333,119.7667,45.19,35,2,4.34,RU,1712800752
499,tazacorte,28.629,-17.9293,67.17,64,100,11.5,ES,1712800752
500,emporia,38.4039,-96.1817,61.0,41,0,0.0,US,1712800752
501,sarangani,5.4033,125.4636,80.92,76,55,20.27,PH,1712800753
502,kirillov,59.863,38.3813,51.98,95,100,11.07,RU,1712800753
503,poronaysk,49.2167,143.1167,51.08,40,3,13.18,RU,1712800753
504,merizo village,13.2658,144.6691,88.36,84,89,17.76,GU,1712800754
505,taulaga,-11.0553,-171.0883,85.59,75,9,6.6,AS,1712800754
506,sinabang,2.4803,96.3801,83.68,75,100,1.99,ID,1712800754
507,aykhal,66.0,111.5,-11.27,94,100,20.22,RU,1712800754
508,urangan,-25.3,152.9,78.21,64,100,11.01,AU,1712800755
509,shingu,33.7333,135.9833,60.44,65,100,11.83,JP,1712800755
510,port isabel,26.0734,-97.2086,78.84,41,0,13.8,US,1712800755
511,medenine,33.355,10.5055,56.57,73,3,7.23,TN,1712800756
512,ta`u,-14.2336,-169.5144,84.63,76,26,9.15,AS,1712800756
513,jerome,42.7241,-114.5186,60.28,37,0,10.36,US,1712800756
514,kargopol',61.5071,38.9456,49.33,99,100,9.13,RU,1712800757
515,labrador city,52.9463,-66.9114,29.17,43,0,5.75,CA,1712800757
516,altay,47.8667,88.1167,39.54,90,100,3.65,CN,1712800757
517,agropoli,40.3469,14.9966,51.08,82,19,3.49,IT,1712800521
518,okhotsk,59.3833,143.3,30.22,75,10,10.42,RU,1712800758
519,cascais,38.6979,-9.4215,64.94,59,100,10.0,PT,1712800758
520,santo estevao,-12.4303,-39.2514,73.06,96,86,3.91,BR,1712800696
521,brady,31.1352,-99.3351,60.53,58,0,3.44,US,1712800759
522,bengkulu,-3.8004,102.2655,80.8,77,100,3.74,ID,1712800759
523,jidong,45.2167,131.0833,60.4,41,52,11.5,CN,1712800759
524,olinda,-8.0089,-34.8553,80.33,94,20,2.3,BR,1712800737
525,mountain home,43.133,-115.6912,60.28,41,0,10.36,US,1712800760
526,sanctuary point,-35.1114,150.629,70.99,49,1,11.83,AU,1712800760
527,sanming,26.2486,117.6186,70.63,73,99,1.03,CN,1712800761
528,kingscliff,-28.2667,153.5667,78.76,53,0,11.5,AU,1712800761
529,ad dabbah,18.05,30.95,70.88,18,4,10.2,SD,1712800761
530,lib,8.3122,167.3766,81.82,76,97,21.34,MH,1712800762
531,ancud,-41.8697,-73.8203,46.76,75,17,4.97,CL,1712800608
532,eduardo castex,-35.915,-64.2945,52.57,56,100,3.94,AR,1712800762
533,at taj,24.2049,23.2857,61.39,30,75,9.24,LY,1712800763
534,mil'kovo,55.6078,37.7956,57.34,75,100,7.72,RU,1712800763
535,paranaiba,-19.6772,-51.1908,73.94,89,67,2.04,BR,1712800647
536,masina,-4.3836,15.3914,80.94,78,20,0.0,CD,1712800763
537,nassau,40.7507,-73.5829,55.87,86,100,3.44,US,1712800764
538,maintirano,-18.0667,44.0167,79.23,83,99,6.29,MG,1712800764
539,fort bragg,35.139,-79.006,70.38,73,40,8.05,US,1712800764
540,pacific grove,36.6177,-121.9166,65.88,79,0,5.01,US,1712800765
541,aquiraz,-3.9014,-38.3911,81.18,88,100,0.98,BR,1712800765
542,brosteni,47.2333,25.7,53.94,99,36,3.94,RO,1712800765
543,nago,26.5881,127.9761,77.14,68,3,4.76,JP,1712800766
544,hollister,36.8525,-121.4016,78.58,47,0,5.75,US,1712800766
545,harbin,45.75,126.65,57.15,49,0,13.82,CN,1712800766
546,padang,-0.9492,100.3543,86.05,76,100,3.62,ID,1712800767
547,paoua,7.2427,16.4406,80.8,49,86,4.76,CF,1712800767
548,lospalos,-8.5186,127.0025,81.14,63,26,9.06,TL,1712800768
549,bel ombre,-4.6167,55.4167,80.44,89,40,3.44,SC,1712800768
550,izberbash,42.5696,47.8645,51.85,77,100,5.79,RU,1712800768
551,kotel,42.8833,26.45,38.75,61,0,3.91,BG,1712800769
552,byford,-32.2167,116.0,73.35,42,0,16.11,AU,1712800769
553,al hudaydah,14.7978,42.9545,82.47,80,8,7.92,YE,1712800769
554,okha,53.5739,142.9478,41.07,67,12,5.48,RU,1712800770
555,zeerust,-25.5369,26.0751,54.63,51,0,6.13,ZA,1712800770
556,gizo,-8.103,156.8419,84.04,74,98,8.21,SB,1712800771
557,newman,37.3138,-121.0208,79.03,59,89,5.01,US,1712800771
558,naze,28.3667,129.4833,70.72,61,77,4.18,JP,1712800771
559,kissidougou,9.1848,-10.0999,73.26,82,96,4.32,GN,1712800771
560,sydney,-33.8679,151.2073,73.35,54,40,4.0,AU,1712800491
561,namdrik,5.5994,168.1028,82.54,82,62,17.94,MH,1712800772
562,nyagan,62.1406,65.3936,6.21,98,89,3.18,RU,1712800684
563,port saint john's,-31.6229,29.5448,61.86,83,74,16.28,ZA,1712800772
564,malkerns,-26.5667,31.1833,61.21,90,100,1.32,SZ,1712800773
565,la junta,37.985,-103.5438,57.49,35,0,16.11,US,1712800542
566,usogorsk,63.4106,48.6872,34.66,100,100,12.97,RU,1712800773
567,verkhnevilyuysk,63.4453,120.3167,23.85,93,100,10.69,RU,1712800773
568,san jose del guaviare,2.5729,-72.6459,78.15,73,47,1.68,CO,1712800748
